Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16_Jan_2017,Australian Open,Hard,R32,4,35,(4)Wawrinka d. (29)Viktor Troicki [SRB],3-6 6-2 6-2 7-6(7),,1.26,13.70%,3.40%,60.70%,73.20%,52.20%,9-Apr,2:32
16_Jan_2017,Australian Open,Hard,R64,4,30,(4)Wawrinka d. Steve Johnson [USA],6-3 6-4 6-4,,1.51,12.50%,4.50%,61.40%,87.00%,55.90%,5-May,1:51
16_Jan_2017,Australian Open,Hard,R128,4,34,(4)Wawrinka d. Martin Klizan [SVK],4-6 6-4 7-5 4-6 6-4,,1.04,13.10%,3.80%,63.70%,76.50%,46.60%,16-Nov,3:24
2_Jan_2017,Brisbane,Hard,SF,4,5,(3)Kei Nishikori [JPN] d. (2)Wawrinka,7-6(3) 6-3,,0.86,14.80%,3.30%,60.70%,73.00%,41.70%,0/2,1:41
2_Jan_2017,Brisbane,Hard,QF,4,45,(2)Wawrinka d. Kyle Edmund [GBR],6-7(2) 6-4 6-4,,0.95,9.20%,2.50%,56.30%,70.10%,53.80%,13-Nov,2:36
2_Jan_2017,Brisbane,Hard,R16,4,29,(2)Wawrinka d. Viktor Troicki [SRB],7-6(5) 6-4,,1.35,10.90%,3.10%,64.10%,80.50%,65.20%,0/1,1:29
14_Nov_2016,Tour Finals,Hard,RR,3,7,(3)Wawrinka d. (7)Marin Cilic [CRO],7-6(3) 7-6(3),,1.27,9.10%,0.00%,61.00%,78.70%,70.00%,5-Apr,1:58
14_Nov_2016,Tour Finals,Hard,RR,3,5,(5)Kei Nishikori [JPN] d. (3)Wawrinka,6-2 6-3, (ch),0.5,8.60%,5.20%,63.80%,62.20%,38.10%,7-Mar,1:07
14_Nov_2016,Tour Finals,Hard,RR,3,1,(1)Andy Murray [GBR] d. (3)Wawrinka,6-4 6-2, (ch),0.59,10.40%,1.50%,61.20%,65.90%,42.30%,7-Apr,1:26
31_Oct_2016,Paris Masters,Hard,R32,3,91,(Q)Jan Lennard Struff [GER] d. (3)Wawrinka,3-6 7-6(6) 7-6(1),,0.74,6.00%,2.70%,58.40%,71.30%,51.60%,14/15,2:18
24_Oct_2016,Basel,Hard,QF,3,72,(Q)Mischa Zverev [GER] d. (1)Wawrinka,6-2 5-7 6-1,,0.7,1.00%,2.10%,59.80%,63.80%,41.00%,10-Apr,1:52
24_Oct_2016,Basel,Hard,R16,3,83,(1)Wawrinka d. (Q)Donald Young [USA],7-6(4) 6-7(3) 6-4,,1.16,15.80%,1.00%,63.40%,79.70%,62.20%,5-Apr,2:16
24_Oct_2016,Basel,Hard,R32,3,119,(1)Wawrinka d. (WC)Marco Chiudinelli [SUI],6-7(1) 6-1 6-4,,1.1,14.30%,2.70%,60.70%,73.50%,52.30%,5-Apr,2:30
10_Oct_2016,Shanghai Masters,Hard,R16,3,32,Gilles Simon [FRA] d. (3)Wawrinka,6-4 6-4,,0.86,1.40%,1.40%,65.70%,60.90%,41.70%,7-Mar,1:36
10_Oct_2016,Shanghai Masters,Hard,R32,3,48,(3)Wawrinka d. (Q)Kyle Edmund [GBR],6-3 6-4,,1.91,3.90%,0.00%,68.60%,80.00%,75.00%,4-Mar,1:01
19_Sep_2016,St. Petersburg,Hard,F,3,27,(5)Alexander Zverev [GER] d. (1)Wawrinka,6-2 3-6 7-5, (ch),1.02,2.40%,0.00%,62.70%,67.30%,51.60%,5-Jan,2:23
19_Sep_2016,St. Petersburg,Hard,SF,3,16,(1)Wawrinka d. (4)Roberto Bautista Agut [ESP],7-6(8) 6-2,,1.29,9.10%,3.90%,58.40%,77.80%,59.40%,3-Mar,1:51
19_Sep_2016,St. Petersburg,Hard,QF,3,33,(1)Wawrinka d. (7)Viktor Troicki [SRB],7-5 6-2,,1.09,9.50%,4.80%,79.40%,78.00%,46.20%,2-Feb,1:04
19_Sep_2016,St. Petersburg,Hard,R16,3,85,(1)Wawrinka d. Lukas Rosol [CZE],6-3 6-1,,2.26,19.00%,2.40%,59.50%,96.00%,52.90%,3-Mar,0:57
29_Aug_2016,US Open,Hard,F,3,1,(3)Wawrinka d. (1)Novak Djokovic [SRB],6-7(1) 6-4 7-5 6-3, (ch),0.9,5.50%,1.80%,56.10%,70.70%,51.40%,14/17,3:54
29_Aug_2016,US Open,Hard,SF,3,7,(3)Wawrinka d. (6)Kei Nishikori [JPN],4-6 7-5 6-4 6-2, (ch),1.24,8.60%,6.90%,62.10%,76.40%,50.00%,15-Nov,3:07
29_Aug_2016,US Open,Hard,QF,3,142,(3)Wawrinka d. Juan Martin Del Potro [ARG],7-6(5) 4-6 6-3 6-2, (ch),1.19,8.50%,0.00%,56.80%,76.10%,64.70%,6-Apr,3:12
29_Aug_2016,US Open,Hard,R16,3,63,(3)Wawrinka d. Illya Marchenko [UKR],6-4 6-1 6-7(5) 6-3,,1.32,5.90%,0.00%,60.70%,73.20%,56.60%,10-Jul,2:45
29_Aug_2016,US Open,Hard,R32,3,64,(3)Wawrinka d. Daniel Evans [GBR],4-6 6-3 6-7(6) 7-6(8) 6-2,,1.23,7.20%,4.20%,60.80%,78.20%,52.30%,8-May,4:02
29_Aug_2016,US Open,Hard,R64,3,243,(3)Wawrinka d. (Q)Alessandro Giannessi [ITA],6-1 7-6(4) 7-5,,1.31,4.00%,4.00%,51.60%,81.30%,55.00%,11-Oct,2:28
29_Aug_2016,US Open,Hard,R128,3,46,(3)Wawrinka d. Fernando Verdasco [ESP],7-6(4) 6-4 6-4,,1.25,7.00%,4.00%,49.00%,77.60%,64.70%,4-Apr,2:17
15_Aug_2016,Cincinnati Masters,Hard,R16,4,34,Grigor Dimitrov [BUL] d. (2)Wawrinka,6-4 6-4,,0.71,6.90%,3.40%,48.30%,71.40%,63.30%,3-Jan,1:22
15_Aug_2016,Cincinnati Masters,Hard,R32,4,122,(2)Wawrinka d. (WC)Jared Donaldson [USA],2-6 6-3 6-4,,1.03,7.90%,2.20%,58.40%,69.20%,54.10%,8-May,1:54
25_Jul_2016,Canada Masters,Hard,SF,5,6,(3)Kei Nishikori [JPN] d. (2)Wawrinka,7-6(6) 6-1, (ch),0.68,6.90%,2.80%,44.40%,59.40%,50.00%,9-Jun,1:28
25_Jul_2016,Canada Masters,Hard,QF,5,34,(2)Wawrinka d. Kevin Anderson [RSA],6-1 6-3,,1.73,4.30%,6.50%,60.90%,82.10%,55.60%,2-Feb,1:13
25_Jul_2016,Canada Masters,Hard,R16,5,26,(2)Wawrinka d. (16)Jack Sock [USA],7-6(3) 6-2,,1.18,5.60%,2.80%,52.10%,70.30%,70.60%,3-Mar,1:24
25_Jul_2016,Canada Masters,Hard,R32,5,61,(2)Wawrinka d. Mikhail Youzhny [RUS],7-6(3) 7-6(8),,1.24,5.90%,2.40%,50.60%,81.40%,57.10%,6-Apr,2:00
27_Jun_2016,Wimbledon,Grass,R64,5,165,Juan Martin Del Potro [ARG] d. (4)Wawrinka,3-6 6-3 7-6(2) 6-3,,0.94,12.80%,4.30%,65.80%,75.30%,42.50%,10-Jun,2:43
27_Jun_2016,Wimbledon,Grass,R128,5,65,(4)Wawrinka d. Taylor Fritz [USA],7-6(4) 6-1 6-7(2) 6-4,,1.69,5.30%,0.90%,54.40%,80.60%,69.20%,3-Feb,2:23
13_Jun_2016,Queen's Club,Grass,R32,5,53,Fernando Verdasco [ESP] d. (2)Wawrinka,6-2 7-6(3),,0.87,4.70%,4.70%,53.10%,67.60%,60.00%,6-Apr,1:28
23_May_2016,Roland Garros,Clay,SF,4,2,(2)Andy Murray [GBR] d. (3)Wawrinka,6-4 6-2 4-6 6-2, (ch),0.69,0.90%,1.90%,59.40%,68.30%,51.20%,15-Oct,2:35
23_May_2016,Roland Garros,Clay,QF,4,55,(3)Wawrinka d. Albert Ramos [ESP],6-2 6-1 7-6(7),,1.65,9.00%,3.40%,51.70%,78.30%,67.40%,4-Mar,1:55
23_May_2016,Roland Garros,Clay,R16,4,24,(3)Wawrinka d. (22)Viktor Troicki [SRB],7-6(5) 6-7(7) 6-3 6-2,,1.26,13.60%,2.90%,60.00%,71.40%,60.70%,5-Mar,2:56
23_May_2016,Roland Garros,Clay,R32,4,32,(3)Wawrinka d. (30)Jeremy Chardy [FRA],6-4 6-3 7-5,,1.74,5.00%,2.50%,60.00%,75.00%,75.00%,4-Feb,1:59
23_May_2016,Roland Garros,Clay,R64,4,93,(3)Wawrinka d. Taro Daniel [JPN],7-6(7) 6-3 6-4,,1.51,12.90%,1.10%,63.40%,81.40%,61.80%,3-Feb,2:07
23_May_2016,Roland Garros,Clay,R128,4,59,(3)Wawrinka d. Lukas Rosol [CZE],4-6 6-1 3-6 6-3 6-4,,1.3,6.30%,2.80%,63.40%,77.80%,53.80%,10-Aug,3:11
16_May_2016,Geneva,Clay,F,4,11,(1)Wawrinka d. (3)Marin Cilic [CRO],6-4 7-6(11),,1.22,6.30%,2.50%,59.50%,72.30%,59.40%,3-Feb,1:58
16_May_2016,Geneva,Clay,SF,4,68,(1)Wawrinka d. Lukas Rosol [CZE],6-2 4-6 6-3,,1.39,7.00%,1.40%,59.20%,83.30%,65.50%,0/1,1:23
16_May_2016,Geneva,Clay,QF,4,43,(1)Wawrinka d. Pablo Carreno Busta [ESP],6-3 6-1,,2.79,5.10%,0.00%,56.40%,86.40%,76.50%,0/0,0:51
16_May_2016,Geneva,Clay,R16,4,53,(1)Wawrinka d. Albert Ramos [ESP],6-1 6-1,,2.43,11.10%,2.20%,66.70%,80.00%,60.00%,1-Jan,0:53
9_May_2016,Rome Masters,Clay,R16,4,114,(PR)Juan Monaco [ARG] d. (4)Wawrinka,6-7(5) 6-3 6-4,,0.87,8.50%,3.20%,48.90%,67.40%,45.80%,8-Mar,2:24
9_May_2016,Rome Masters,Clay,R32,4,21,(4)Wawrinka d. Benoit Paire [FRA],5-7 6-2 6-1,,1.61,5.40%,5.40%,60.80%,80.00%,58.60%,4-Feb,1:50
2_May_2016,Madrid Masters,Clay,R32,4,21,Nick Kyrgios [AUS] d. (4)Wawrinka,7-6(7) 7-6(2),,0.95,15.10%,2.70%,56.20%,85.40%,62.50%,0/0,1:45
11_Apr_2016,Monte Carlo Masters,Clay,QF,4,5,(5)Rafael Nadal [ESP] d. (4)Wawrinka,6-1 6-4,,0.52,5.90%,2.00%,51.00%,69.20%,28.00%,9-May,1:17
11_Apr_2016,Monte Carlo Masters,Clay,R16,4,18,(4)Wawrinka d. (15)Gilles Simon [FRA],6-1 6-2,,1.29,3.40%,0.00%,51.70%,63.30%,53.60%,8-Jul,1:22
11_Apr_2016,Monte Carlo Masters,Clay,R32,4,28,(4)Wawrinka d. Philipp Kohlschreiber [GER],7-6(2) 7-5,,1.32,2.90%,2.90%,55.70%,84.60%,51.60%,5-Mar,1:36
21_Mar_2016,Miami Masters,Hard,R64,4,51,Andrey Kuznetsov [RUS] d. (4)Wawrinka,6-4 6-3, (ch),0.68,7.20%,2.90%,53.60%,64.90%,43.80%,10-Jul,1:19
7_Mar_2016,Indian Wells Masters,Hard,R16,4,18,(15)David Goffin [BEL] d. (3)Wawrinka,6-3 5-7 7-6(5),,0.98,5.60%,4.70%,56.10%,66.70%,42.60%,11-Apr,2:25
7_Mar_2016,Indian Wells Masters,Hard,R32,4,55,(3)Wawrinka d. Andrey Kuznetsov [RUS],6-4 7-6(5), (ch),1.05,4.00%,2.70%,50.70%,71.10%,67.60%,4-Mar,1:21
7_Mar_2016,Indian Wells Masters,Hard,R64,4,72,(3)Wawrinka d. Illya Marchenko [UKR],6-3 6-2, (ch),1.86,4.00%,0.00%,60.00%,76.70%,70.00%,0/0,1:05
22_Feb_2016,Dubai,Hard,F,4,57,(2)Wawrinka d. Marcos Baghdatis [CYP],6-4 7-6(13), (ch),1.15,2.60%,5.30%,63.20%,77.10%,60.70%,2-Jan,1:54
22_Feb_2016,Dubai,Hard,SF,4,33,(2)Wawrinka d. Nick Kyrgios [AUS],6-4 3-0 RET,,1.56,24.30%,5.40%,48.60%,77.80%,42.10%,5-Mar,0:44
22_Feb_2016,Dubai,Hard,QF,4,28,(2)Wawrinka d. (8)Philipp Kohlschreiber [GER],7-5 6-1,,1.34,10.60%,7.60%,56.10%,78.40%,41.40%,7-May,1:14
22_Feb_2016,Dubai,Hard,R16,4,188,(2)Wawrinka d. (Q)Franco Skugor [CRO],7-5 6-1,,1.18,2.40%,4.90%,51.20%,73.80%,55.00%,4-Apr,1:23
22_Feb_2016,Dubai,Hard,R32,4,92,(2)Wawrinka d. Sergiy Stakhovsky [UKR],5-7 6-3 7-5,,1.03,4.90%,4.90%,53.90%,67.30%,63.80%,8-May,2:00
15_Feb_2016,Marseille,Hard,QF,4,22,(8)Benoit Paire [FRA] d. (1)Wawrinka,6-4 1-6 7-5, (ch),1.27,11.40%,2.50%,55.70%,81.80%,54.30%,7-Apr,1:51
15_Feb_2016,Marseille,Hard,R16,4,81,(1)Wawrinka d. Sergiy Stakhovsky [UKR],6-4 4-6 7-6(8),,1.02,7.20%,3.10%,57.70%,75.00%,65.90%,5-Mar,1:57
18_Jan_2016,Australian Open,Hard,R16,4,14,(13)Milos Raonic [CAN] d. (4)Wawrinka,6-4 6-3 5-7 4-6 6-3, (ch),0.82,5.30%,5.30%,57.90%,70.70%,51.40%,15-Oct,3:44
18_Jan_2016,Australian Open,Hard,R32,4,51,(4)Wawrinka d. Lukas Rosol [CZE],6-2 6-3 7-6, (ch),1.44,19.40%,3.20%,58.10%,79.60%,59.00%,3-Feb,1:55
18_Jan_2016,Australian Open,Hard,R64,4,188,(4)Wawrinka d. (Q)Radek Stepanek [CZE],6-2 6-3 6-4,,1.24,14.00%,3.70%,56.10%,73.30%,53.20%,11-Oct,2:01
18_Jan_2016,Australian Open,Hard,R128,4,,(4)Wawrinka d. Dmitry Tursunov [RUS],7-6 6-3,,1.93,23.30%,0.00%,61.70%,89.20%,65.20%,1-Jan,1:34
4_Jan_2016,Chennai,Hard,F,4,44,(1)Wawrinka d. (8)Borna Coric [CRO],6-3 7-5, (ch),1.55,21.70%,4.30%,55.10%,89.50%,58.10%,5-May,1:26
4_Jan_2016,Chennai,Hard,SF,4,19,(1)Wawrinka d. (3)Benoit Paire [FRA],6-3 6-4,,1.21,9.80%,1.60%,60.70%,70.30%,70.80%,1-Jan,1:05
4_Jan_2016,Chennai,Hard,QF,4,27,(1)Wawrinka d. (5)Guillermo Garcia Lopez [ESP],6-4 6-4,,1.84,27.50%,0.00%,74.50%,81.60%,61.50%,0/1,1:17
4_Jan_2016,Chennai,Hard,R16,4,185,(1)Wawrinka d. (WC)Andrey Rublev [RUS],6-3 6-2,,2.39,13.60%,2.30%,63.60%,82.10%,81.30%,0/0,0:52
15_Nov_2015,Tour Finals,Hard,SF,4,3,(3)Roger Federer [SUI] d. (4)Wawrinka,7-5 6-3,,0.68,9.50%,3.20%,61.90%,69.20%,41.70%,6-Mar,
15_Nov_2015,Tour Finals,Hard,RR,4,5,(5)Rafael Nadal [ESP] d. (4)Wawrinka,6-3 6-2,,0.67,13.90%,4.20%,59.70%,60.50%,34.50%,15-Nov,
15_Nov_2015,Tour Finals,Hard,RR,4,7,(4)Wawrinka d. (7)David Ferrer [ESP],7-5 6-2,,1.54,5.50%,0.00%,54.50%,66.70%,76.00%,0/1,
15_Nov_2015,Tour Finals,Hard,RR,4,2,(4)Wawrinka d. (2)Andy Murray [GBR],7-6(4) 6-4,,1.06,5.00%,5.00%,45.00%,75.00%,59.10%,10-Aug,
2_Nov_2015,Paris Masters,Hard,SF,4,1,(1)Novak Djokovic [SRB] d. (4)Wawrinka,6-3 3-6 6-0, (ch),0.78,9.50%,1.40%,66.20%,59.20%,52.00%,14-Sep,
2_Nov_2015,Paris Masters,Hard,QF,4,6,(4)Wawrinka d. (7)Rafael Nadal [ESP],7-6(8) 7-6(7),,1.12,12.20%,1.10%,60.00%,81.50%,50.00%,8-Jun,
2_Nov_2015,Paris Masters,Hard,R16,4,27,(4)Wawrinka d. Viktor Troicki [SRB],6-4 7-5, (ch),1.21,7.90%,3.90%,50.00%,68.40%,57.90%,7-May,
2_Nov_2015,Paris Masters,Hard,R32,4,18,(4)Wawrinka d. Bernard Tomic [AUS],6-3 7-6(6),,1.08,16.30%,1.30%,46.30%,86.50%,53.50%,5-May,
26_Oct_2015,Basel,Hard,R32,4,23,Ivo Karlovic [CRO] d. (2)Wawrinka,3-6 7-6(2) 6-4,,0.73,6.50%,3.20%,53.80%,82.00%,53.50%,6-Apr,
11_Oct_2015,Shanghai Masters,Hard,QF,4,7,(8)Rafael Nadal [ESP] d. (4)Wawrinka,6-2 6-1, (ch),0.63,6.10%,6.10%,46.90%,60.90%,38.50%,9-May,
11_Oct_2015,Shanghai Masters,Hard,R16,4,12,(4)Wawrinka d. (14)Marin Cilic [CRO],7-5 6-7(7) 6-4,,0.97,5.60%,0.80%,50.80%,71.90%,53.20%,11-Sep,
11_Oct_2015,Shanghai Masters,Hard,R32,4,24,(4)Wawrinka d. Viktor Troicki [SRB],7-6(3) 6-3, (ch),1.09,6.10%,4.90%,59.80%,73.50%,54.50%,3-Feb,
5_Oct_2015,Tokyo,Hard,F,4,32,(1)Wawrinka d. Benoit Paire [FRA],6-2 6-4, (ch),1.29,6.90%,1.70%,53.40%,64.50%,70.40%,4-Mar,
5_Oct_2015,Tokyo,Hard,SF,4,43,(1)Wawrinka d. Gilles Muller [LUX],6-4 7-6(5), (ch),1.43,12.50%,0.00%,53.10%,76.50%,70.00%,3-Jan,
5_Oct_2015,Tokyo,Hard,QF,4,124,(1)Wawrinka d. (Q)Austin Krajicek [USA],6-3 6-4,,1.15,14.80%,1.60%,52.50%,81.30%,62.10%,2-Feb,
5_Oct_2015,Tokyo,Hard,R16,4,127,(1)Wawrinka d. (WC)Tatsuma Ito [JPN],6-3 2-6 6-4,,1.02,7.60%,1.10%,52.20%,72.90%,52.30%,8-May,
5_Oct_2015,Tokyo,Hard,R32,4,255,(1)Wawrinka d. (PR)Radek Stepanek [CZE],7-5 6-3,,1.5,19.30%,3.50%,64.90%,81.10%,60.00%,0/1,
21_Sep_2015,Metz,Hard,QF,4,33,(5)Philipp Kohlschreiber [GER] d. (1)Wawrinka,W/O,,,,,,,,,
21_Sep_2015,Metz,Hard,R16,4,107,(1)Wawrinka d. Dustin Brown [GER],4-6 6-3 7-6(4),,1.09,7.70%,0.00%,63.50%,72.70%,68.40%,5-Apr,
18_Sep_2015,Davis Cup WG PO: SUI vs NED,Hard,RR,4,144,Wawrinka d. Thiemo De Bakker [NED],2-6 6-3 4-6 6-3 7-5,,,,,,,,,
31_Aug_2015,US Open,Hard,SF,5,2,(2)Roger Federer [SUI] d. (5)Wawrinka,6-4 6-3 6-1, (ch),0.56,7.70%,1.30%,48.70%,57.90%,50.00%,11-Jun,
31_Aug_2015,US Open,Hard,QF,5,14,(5)Wawrinka d. (15)Kevin Anderson [RSA],6-4 6-4 6-0,,2.23,9.10%,3.00%,48.50%,93.80%,67.60%,1-Jan,
31_Aug_2015,US Open,Hard,R16,5,68,(5)Wawrinka d. Donald Young [USA],6-4 1-6 6-3 6-4,,1.11,9.80%,2.90%,52.00%,81.10%,53.10%,6-Mar,
31_Aug_2015,US Open,Hard,R32,5,107,(5)Wawrinka d. Ruben Bemelmans [BEL],6-3 7-6(5) 6-4,,1.2,7.80%,6.90%,45.10%,80.40%,55.40%,11-Aug,
31_Aug_2015,US Open,Hard,R64,5,69,(5)Wawrinka d. Hyeon Chung [KOR],7-6(2) 7-6(4) 7-6(6),,1.11,19.40%,0.70%,57.50%,75.30%,61.40%,7-May,
31_Aug_2015,US Open,Hard,R128,5,58,(5)Wawrinka d. Albert Ramos [ESP],7-5 6-4 7-6(6),,1.06,7.40%,7.40%,54.90%,74.60%,49.10%,7-Apr,
16_Aug_2015,Cincinnati Masters,Hard,QF,5,1,(1)Novak Djokovic [SRB] d. (5)Wawrinka,6-4 6-1,,0.59,6.90%,1.70%,50.00%,65.50%,44.80%,0/4,
16_Aug_2015,Cincinnati Masters,Hard,R16,5,21,(5)Wawrinka d. Ivo Karlovic [CRO],6-7(2) 7-6(5) 7-6(5),,0.89,6.10%,2.30%,59.10%,79.50%,63.00%,3-Mar,
16_Aug_2015,Cincinnati Masters,Hard,R32,5,38,(5)Wawrinka d. Borna Coric [CRO],3-6 7-6(3) 6-3,,1.1,16.80%,4.20%,54.70%,82.70%,55.80%,0/2,
10_Aug_2015,Canada Masters,Hard,R32,5,41,Nick Kyrgios [AUS] d. (3)Wawrinka,6-7(8) 6-3 4-0 RET,,0.55,2.40%,3.60%,51.20%,81.40%,41.50%,8-Apr,
29_Jun_2015,Wimbledon,Grass,QF,4,20,(21)Richard Gasquet [FRA] d. (4)Wawrinka,6-4 4-6 3-6 6-4 11-9, (ch),0.92,13.50%,0.60%,60.70%,77.80%,54.70%,9-Apr,
29_Jun_2015,Wimbledon,Grass,R16,4,15,(4)Wawrinka d. (16)David Goffin [BEL],7-6(3) 7-6(7) 6-4,,1.1,11.30%,5.20%,56.50%,83.10%,48.00%,4-Feb,
29_Jun_2015,Wimbledon,Grass,R32,4,43,(4)Wawrinka d. Fernando Verdasco [ESP],6-4 6-3 6-4,,1.51,16.10%,3.40%,63.20%,87.30%,53.10%,4-Apr,
29_Jun_2015,Wimbledon,Grass,R64,4,48,(4)Wawrinka d. Victor Estrella [DOM],6-3 6-4 7-5,,1.16,16.10%,6.50%,53.80%,82.00%,62.80%,2-Feb,
29_Jun_2015,Wimbledon,Grass,R128,4,46,(4)Wawrinka d. Joao Sousa [POR],6-2 7-5 7-6(3),,1.64,26.90%,3.20%,60.20%,85.70%,62.20%,0/0,
15_Jun_2015,Queen's Club,Grass,R16,4,17,Kevin Anderson [RSA] d. (2)Wawrinka,7-6(4) 7-6(11), (ch),0.75,11.70%,3.20%,61.70%,79.30%,50.00%,3-Mar,
15_Jun_2015,Queen's Club,Grass,R32,4,28,(2)Wawrinka d. Nick Kyrgios [AUS],6-3 6-4,,2.2,17.30%,3.80%,57.70%,93.30%,68.20%,3-Mar,
24_May_2015,Roland Garros,Clay,F,9,1,(8)Wawrinka d. (1)Novak Djokovic [SRB],4-6 6-4 6-3 6-4, (ch),1.25,7.10%,2.40%,66.70%,76.20%,50.00%,10-Aug,3:12
24_May_2015,Roland Garros,Clay,SF,9,15,(8)Wawrinka d. (14)Jo Wilfried Tsonga [FRA],6-3 6-7(1) 7-6(3) 6-4, (ch),1.03,9.60%,3.80%,52.20%,75.60%,58.70%,16/17,3:46
24_May_2015,Roland Garros,Clay,QF,9,2,(8)Wawrinka d. (2)Roger Federer [SUI],6-4 6-3 7-6(4), (ch),1.53,4.30%,0.00%,54.30%,88.00%,61.90%,4-Apr,2:09
24_May_2015,Roland Garros,Clay,R16,9,13,(8)Wawrinka d. (12)Gilles Simon [FRA],6-1 6-4 6-2,,1.45,6.30%,5.00%,42.50%,79.40%,58.70%,3-Feb,1:51
24_May_2015,Roland Garros,Clay,R32,9,56,(8)Wawrinka d. Steve Johnson [USA],6-4 6-3 6-2,,1.83,10.50%,0.00%,53.90%,92.70%,60.00%,0/0,1:29
24_May_2015,Roland Garros,Clay,R64,9,67,(8)Wawrinka d. Dusan Lajovic [SRB],6-3 6-4 5-7 6-3,,1.17,8.40%,6.90%,43.50%,70.20%,51.40%,11-Jun,2:36
24_May_2015,Roland Garros,Clay,R128,9,81,(8)Wawrinka d. Marsel Ilhan [TUR],6-3 6-2 6-3,,1.52,11.60%,5.80%,58.10%,78.00%,58.30%,6-Jun,1:36
17_May_2015,Geneva,Clay,QF,9,74,Federico Delbonis [ARG] d. (1)Wawrinka,6-7(5) 6-4 6-4,,0.92,4.30%,2.10%,62.80%,62.70%,71.40%,7-Mar,2:06
17_May_2015,Geneva,Clay,R16,9,40,(1)Wawrinka d. (Q)Lukas Rosol [CZE],6-4 3-6 6-3, (ch),1.21,8.20%,1.40%,50.70%,75.70%,66.70%,3-Jan,1:36
10_May_2015,Rome Masters,Clay,SF,9,2,(2)Roger Federer [SUI] d. (8)Wawrinka,6-4 6-2, (ch),0.56,8.90%,4.40%,60.00%,70.40%,33.30%,6-Feb,0:55
10_May_2015,Rome Masters,Clay,QF,9,7,(8)Wawrinka d. (4)Rafael Nadal [ESP],7-6(7) 6-2,,1.07,1.20%,2.40%,57.30%,63.80%,57.10%,9-Jul,2:06
10_May_2015,Rome Masters,Clay,R16,9,49,(8)Wawrinka d. Dominic Thiem [AUT],7-6(3) 6-4, (ch),1.75,14.80%,4.90%,52.50%,93.80%,62.10%,1-Jan,1:38
10_May_2015,Rome Masters,Clay,R32,9,36,(8)Wawrinka d. Juan Monaco [ARG],4-6 6-3 6-2,,1.14,6.90%,1.00%,54.90%,71.40%,39.10%,12-Aug,2:13
3_May_2015,Madrid Masters,Clay,R16,9,11,(10)Grigor Dimitrov [BUL] d. (8)Wawrinka,7-6(5) 3-6 6-3, (ch),1.26,8.40%,2.40%,60.20%,86.00%,54.50%,5-Mar,1:59
3_May_2015,Madrid Masters,Clay,R32,9,56,(8)Wawrinka d. (LL)Joao Sousa [POR],7-6(1) 7-5,,1.4,2.60%,1.30%,55.30%,88.10%,50.00%,3-Feb,1:33
12_Apr_2015,Monte Carlo Masters,Clay,R16,9,11,(9)Grigor Dimitrov [BUL] d. (7)Wawrinka,6-1 6-2,,0.56,0.00%,0.00%,72.30%,47.10%,46.20%,9-Apr,0:55
12_Apr_2015,Monte Carlo Masters,Clay,R32,9,42,(7)Wawrinka d. Juan Monaco [ARG],6-1 6-4, (ch),1.7,4.20%,4.20%,43.80%,90.50%,51.90%,4-Feb,1:12
25_Mar_2015,Miami Masters,Hard,R32,8,32,(28)Adrian Mannarino [FRA] d. (7)Wawrinka,7-6(4) 7-6(5),,0.95,3.30%,7.70%,47.30%,69.80%,47.90%,8-May,2:12
25_Mar_2015,Miami Masters,Hard,R64,8,68,(7)Wawrinka d. Carlos Berlocq [ARG],6-7(9) 7-5 6-2,,1.24,4.40%,7.00%,38.60%,81.80%,52.90%,6-Apr,2:50
12_Mar_2015,Indian Wells Masters,Hard,R64,7,104,Robin Haase [NED] d. (7)Wawrinka,6-3 3-6 6-3,,1.03,3.80%,3.80%,46.30%,70.30%,55.80%,5-Jan,1:48
16_Feb_2015,Marseille,Hard,QF,7,59,Sergiy Stakhovsky [UKR] d. (2)Wawrinka,6-4 3-6 6-4,,0.91,5.50%,0.00%,61.80%,73.50%,54.80%,10-Aug,1:52
16_Feb_2015,Marseille,Hard,R16,7,121,(2)Wawrinka d. (WC)Benoit Paire [FRA],6-2 6-3,,1.3,1.50%,0.00%,70.80%,65.20%,78.90%,4-Apr,0:59
9_Feb_2015,Rotterdam,Hard,F,8,7,(4)Wawrinka d. (3)Tomas Berdych [CZE],4-6 6-3 6-4, (ch),1.2,3.60%,1.20%,63.90%,77.40%,50.00%,4-Feb,1:58
9_Feb_2015,Rotterdam,Hard,SF,8,6,(4)Wawrinka d. (2)Milos Raonic [CAN],7-6(3) 7-6(7),,0.86,11.60%,3.50%,66.30%,82.50%,58.60%,6-Jun,1:38
9_Feb_2015,Rotterdam,Hard,QF,8,37,(4)Wawrinka d. Gilles Muller [LUX],7-6(3) 6-3,,1.67,15.00%,1.70%,61.70%,78.40%,82.60%,3-Feb,1:17
9_Feb_2015,Rotterdam,Hard,R16,8,27,(4)Wawrinka d. Guillermo Garcia Lopez [ESP],6-7(2) 6-4 6-2,,1.23,8.70%,0.00%,63.00%,79.30%,52.90%,4-Mar,2:15
9_Feb_2015,Rotterdam,Hard,R32,8,248,(4)Wawrinka d. (WC)Jesse Huta Galung [NED],6-3 3-6 6-3,,0.82,7.70%,2.90%,58.70%,70.50%,51.20%,10-Aug,1:39
