Loc1_Infected,Loc1_Dead,Loc2_Infected,Loc2_Dead,Loc3_Infected,Loc3_Dead,Loc4_Infected,Loc4_Dead,Loc5_Infected,Loc5_Dead
635.0,2331.0,5030.0,135430.0,1.0,85.0,27.0,1539.0,36.0,4074.0
489.0,2145.0,5976.0,125430.0,1.0,84.0,27.0,1489.0,39.0,4181.0
559.0,2231.0,6457.0,132336.0,1.0,80.0,34.0,1496.0,32.0,3983.0
518.0,2236.0,5393.0,129883.0,1.0,83.0,32.0,1559.0,44.0,4068.0
557.0,2249.0,5960.0,117427.0,1.0,83.0,30.0,1463.0,41.0,3901.0
548.0,2246.0,6389.0,113503.0,1.0,77.0,37.0,1455.0,53.0,3850.0
563.0,2215.0,5239.0,126746.0,2.0,79.0,39.0,1564.0,54.0,4089.0
468.0,2312.0,5892.0,125748.0,2.0,83.0,44.0,1414.0,54.0,4081.0
547.0,2326.0,5242.0,126339.0,1.0,81.0,41.0,1453.0,59.0,3827.0
571.0,2300.0,5044.0,126522.0,2.0,81.0,44.0,1488.0,58.0,3640.0
484.0,2221.0,5205.0,125269.0,1.0,74.0,41.0,1367.0,67.0,4032.0
387.0,2156.0,4745.0,132225.0,2.0,86.0,45.0,1458.0,74.0,3846.0
435.0,2097.0,5626.0,126247.0,2.0,78.0,56.0,1329.0,92.0,3888.0
544.0,2176.0,5038.0,128789.0,2.0,83.0,57.0,1420.0,96.0,3974.0
461.0,2231.0,4491.0,126822.0,2.0,77.0,54.0,1401.0,93.0,3884.0
448.0,2303.0,5019.0,135150.0,2.0,78.0,51.0,1532.0,98.0,3776.0
422.0,2178.0,5383.0,126585.0,3.0,84.0,54.0,1501.0,112.0,3797.0
455.0,2201.0,5441.0,126726.0,2.0,78.0,63.0,1455.0,100.0,3996.0
353.0,2204.0,4505.0,128749.0,2.0,84.0,64.0,1494.0,106.0,3961.0
421.0,2168.0,4606.0,121620.0,3.0,83.0,66.0,1521.0,106.0,3924.0
431.0,2248.0,4207.0,123143.0,2.0,82.0,66.0,1422.0,129.0,3821.0
410.0,2105.0,5520.0,124548.0,3.0,88.0,77.0,1560.0,161.0,3756.0
406.0,2233.0,4100.0,127613.0,2.0,81.0,86.0,1377.0,128.0,3769.0
451.0,2206.0,4768.0,126463.0,3.0,80.0,92.0,1532.0,133.0,4023.0
407.0,2263.0,4533.0,117664.0,3.0,82.0,91.0,1513.0,154.0,4094.0
388.0,2286.0,3799.0,127796.0,3.0,85.0,76.0,1490.0,173.0,3806.0
380.0,2121.0,4418.0,123059.0,4.0,80.0,89.0,1500.0,172.0,4015.0
384.0,2293.0,4281.0,127357.0,3.0,85.0,109.0,1378.0,186.0,4011.0
406.0,2140.0,3663.0,121033.0,3.0,79.0,100.0,1473.0,246.0,4003.0
371.0,2357.0,4594.0,121792.0,3.0,83.0,87.0,1505.0,222.0,4045.0
452.0,2325.0,3931.0,123604.0,3.0,84.0,131.0,1519.0,241.0,4221.0
429.0,2123.0,3677.0,121966.0,4.0,80.0,114.0,1503.0,265.0,3960.0
433.0,2228.0,4359.0,127675.0,4.0,86.0,122.0,1493.0,290.0,4079.0
478.0,2293.0,4135.0,122773.0,4.0,85.0,113.0,1389.0,280.0,3940.0
445.0,2367.0,3685.0,120351.0,4.0,85.0,128.0,1429.0,283.0,3990.0
502.0,2161.0,3752.0,127786.0,4.0,82.0,152.0,1603.0,354.0,4143.0
496.0,2166.0,4109.0,131722.0,4.0,83.0,165.0,1397.0,314.0,4089.0
452.0,2255.0,3592.0,127391.0,4.0,78.0,170.0,1418.0,381.0,4021.0
523.0,2302.0,4241.0,120848.0,4.0,79.0,154.0,1497.0,370.0,3996.0
613.0,2373.0,4120.0,129744.0,5.0,82.0,143.0,1478.0,384.0,4092.0
560.0,2148.0,5028.0,134515.0,5.0,85.0,170.0,1417.0,415.0,3906.0
614.0,2380.0,4815.0,125632.0,6.0,83.0,178.0,1469.0,502.0,4053.0
619.0,2236.0,5530.0,122758.0,5.0,83.0,197.0,1448.0,507.0,3984.0
789.0,2303.0,5256.0,133183.0,7.0,82.0,210.0,1445.0,568.0,4184.0
774.0,2179.0,6429.0,132492.0,6.0,78.0,198.0,1460.0,582.0,3659.0
729.0,2234.0,5148.0,130312.0,6.0,86.0,194.0,1444.0,625.0,3936.0
697.0,2230.0,6395.0,125977.0,5.0,77.0,209.0,1430.0,669.0,3945.0
926.0,2133.0,7095.0,120850.0,6.0,84.0,266.0,1423.0,705.0,3863.0
1016.0,2265.0,6894.0,128153.0,7.0,87.0,235.0,1468.0,669.0,3894.0
960.0,2301.0,6684.0,127554.0,7.0,86.0,270.0,1365.0,734.0,4039.0
874.0,2171.0,9730.0,125098.0,8.0,78.0,224.0,1521.0,847.0,4065.0
1016.0,2270.0,9642.0,124454.0,8.0,81.0,281.0,1482.0,884.0,4202.0
974.0,2253.0,11054.0,128977.0,8.0,78.0,286.0,1523.0,878.0,4006.0
1212.0,2124.0,11481.0,115874.0,8.0,85.0,272.0,1358.0,1071.0,4301.0
1262.0,2393.0,11703.0,130362.0,8.0,81.0,326.0,1534.0,1225.0,3882.0
1261.0,2222.0,12377.0,120439.0,9.0,84.0,362.0,1428.0,1210.0,4218.0
1441.0,2317.0,15848.0,126150.0,9.0,81.0,296.0,1523.0,1132.0,3850.0
1371.0,2362.0,15274.0,123673.0,9.0,85.0,360.0,1407.0,1367.0,3877.0
1566.0,2164.0,19626.0,126090.0,10.0,82.0,429.0,1389.0,1336.0,3828.0
1570.0,2190.0,12863.0,124416.0,9.0,81.0,434.0,1385.0,1545.0,3986.0
1573.0,2196.0,15227.0,119663.0,10.0,83.0,402.0,1539.0,1618.0,3855.0
1508.0,2216.0,20272.0,120096.0,11.0,80.0,503.0,1485.0,1546.0,4146.0
1719.0,2310.0,20143.0,128717.0,12.0,82.0,435.0,1481.0,1894.0,4220.0
1820.0,2244.0,21363.0,127636.0,13.0,81.0,477.0,1392.0,1854.0,4063.0
2029.0,2319.0,22881.0,125958.0,12.0,80.0,518.0,1501.0,2003.0,4257.0
1972.0,2417.0,28581.0,134842.0,11.0,80.0,518.0,1499.0,2419.0,3902.0
2105.0,2234.0,28592.0,133120.0,13.0,86.0,484.0,1422.0,2384.0,3852.0
2392.0,2265.0,33219.0,125338.0,11.0,83.0,585.0,1458.0,2525.0,4278.0
1962.0,2231.0,34371.0,126921.0,14.0,83.0,654.0,1506.0,2501.0,4103.0
2514.0,2312.0,40271.0,122070.0,14.0,83.0,654.0,1437.0,2356.0,4159.0
2953.0,2172.0,37092.0,117008.0,15.0,83.0,800.0,1506.0,3250.0,3926.0
2880.0,2116.0,38683.0,121984.0,13.0,82.0,701.0,1555.0,2346.0,4010.0
2459.0,2467.0,44108.0,122972.0,14.0,79.0,822.0,1440.0,3087.0,3959.0
3115.0,2221.0,47319.0,128594.0,15.0,86.0,833.0,1498.0,3654.0,3986.0
2755.0,2257.0,53111.0,124726.0,14.0,82.0,802.0,1471.0,3528.0,4264.0
2866.0,2313.0,53687.0,134268.0,15.0,81.0,691.0,1528.0,3387.0,4032.0
3222.0,2144.0,44013.0,129439.0,16.0,82.0,904.0,1471.0,3533.0,3910.0
3249.0,2178.0,64595.0,133234.0,16.0,86.0,890.0,1352.0,3206.0,4144.0
3744.0,2268.0,52240.0,123373.0,17.0,82.0,930.0,1537.0,3920.0,4331.0
3422.0,2231.0,74920.0,122300.0,19.0,80.0,929.0,1546.0,4397.0,4152.0
3212.0,2348.0,85199.0,126309.0,22.0,76.0,1143.0,1536.0,4425.0,4015.0
4333.0,2247.0,85499.0,135422.0,20.0,78.0,1088.0,1523.0,5082.0,4185.0
4286.0,2204.0,89871.0,121666.0,24.0,82.0,1149.0,1503.0,4694.0,4132.0
4250.0,2272.0,90564.0,126409.0,22.0,79.0,1150.0,1459.0,4993.0,4147.0
4542.0,2380.0,105800.0,126560.0,23.0,83.0,1322.0,1560.0,5160.0,4037.0
5235.0,2227.0,105059.0,127371.0,26.0,76.0,1357.0,1485.0,5485.0,4267.0
4238.0,2343.0,117441.0,131731.0,25.0,84.0,1060.0,1530.0,5303.0,3967.0
6255.0,2269.0,116690.0,126357.0,26.0,84.0,1390.0,1469.0,5907.0,4023.0
5514.0,2233.0,135868.0,126487.0,29.0,78.0,1607.0,1466.0,6540.0,4304.0
6549.0,2248.0,137024.0,126807.0,28.0,79.0,1364.0,1497.0,6528.0,4329.0
5834.0,2253.0,161843.0,132827.0,29.0,83.0,1795.0,1486.0,5733.0,3966.0
6311.0,2149.0,171609.0,131639.0,27.0,81.0,1626.0,1449.0,7215.0,4260.0
6882.0,2417.0,160593.0,135087.0,32.0,78.0,1880.0,1435.0,6355.0,4481.0
6700.0,2306.0,185824.0,127548.0,40.0,80.0,2020.0,1443.0,5572.0,4114.0
6934.0,2308.0,165547.0,131627.0,32.0,79.0,2161.0,1538.0,6116.0,4167.0
7167.0,2324.0,208368.0,132178.0,34.0,85.0,2053.0,1474.0,7801.0,4445.0
9618.0,2336.0,230076.0,127859.0,35.0,81.0,2506.0,1568.0,8439.0,4295.0
9261.0,2565.0,233371.0,122694.0,38.0,80.0,1952.0,1465.0,7281.0,4245.0
9482.0,2395.0,178101.0,121516.0,36.0,80.0,2058.0,1546.0,7036.0,4374.0
9137.0,2338.0,238961.0,133923.0,36.0,77.0,2329.0,1434.0,7045.0,4494.0
9250.0,2334.0,272780.0,136973.0,43.0,84.0,2125.0,1495.0,6448.0,4482.0
9489.0,2406.0,284218.0,125208.0,41.0,81.0,2651.0,1500.0,8115.0,4276.0
10144.0,2268.0,327051.0,131333.0,43.0,80.0,2605.0,1417.0,6686.0,4388.0
9499.0,2365.0,326365.0,124694.0,48.0,84.0,3148.0,1511.0,7872.0,4221.0
10608.0,2467.0,309680.0,127130.0,40.0,78.0,3016.0,1521.0,8051.0,4367.0
11391.0,2415.0,315455.0,126822.0,50.0,82.0,3194.0,1347.0,7240.0,4489.0
10510.0,2373.0,284434.0,122372.0,50.0,82.0,3450.0,1576.0,6790.0,4250.0
12308.0,2324.0,360642.0,129556.0,47.0,80.0,3633.0,1576.0,8811.0,4337.0
12405.0,2247.0,337084.0,134706.0,49.0,84.0,3342.0,1580.0,7996.0,4351.0
12879.0,2234.0,378516.0,131969.0,48.0,76.0,3353.0,1558.0,7950.0,4306.0
11749.0,2467.0,378468.0,124768.0,43.0,83.0,3314.0,1542.0,7626.0,4579.0
16988.0,2377.0,410324.0,131448.0,59.0,80.0,4010.0,1553.0,7871.0,4520.0
13430.0,2428.0,370050.0,131909.0,62.0,82.0,4303.0,1500.0,6774.0,4420.0
15681.0,2578.0,383565.0,127661.0,62.0,79.0,4235.0,1493.0,7024.0,4285.0
13105.0,2416.0,339822.0,127858.0,60.0,82.0,4322.0,1460.0,8074.0,4727.0
18136.0,2291.0,442348.0,134148.0,61.0,85.0,3722.0,1546.0,6943.0,4771.0
17924.0,2603.0,404309.0,134737.0,60.0,79.0,4559.0,1505.0,7110.0,5141.0
20112.0,2589.0,438128.0,135277.0,69.0,86.0,4060.0,1465.0,6592.0,4681.0
18643.0,2410.0,434927.0,128359.0,79.0,84.0,4873.0,1571.0,7759.0,5109.0
17872.0,2448.0,514227.0,139132.0,78.0,84.0,4925.0,1495.0,6768.0,4596.0
21863.0,2343.0,466126.0,137522.0,85.0,85.0,4765.0,1533.0,6239.0,4660.0
21529.0,2611.0,435569.0,136912.0,80.0,87.0,4973.0,1488.0,6884.0,4948.0
18819.0,2433.0,452142.0,131014.0,68.0,83.0,5197.0,1476.0,6248.0,4793.0
25426.0,2489.0,492163.0,128807.0,98.0,79.0,5485.0,1553.0,6373.0,4731.0
19629.0,2542.0,472462.0,133972.0,81.0,81.0,5382.0,1561.0,6570.0,4681.0
23515.0,2544.0,530033.0,125101.0,98.0,77.0,6248.0,1445.0,5861.0,5087.0
17310.0,2569.0,415731.0,126594.0,94.0,79.0,5176.0,1503.0,5436.0,4915.0
